"","year","title","clean_test","binary","genre","imdb_rating","metascore","country","rated","budget_2013","clean_genre","clean_country"
"421",2009,"Coco avant Chanel","ok","PASS",NA,NA,NA,NA,NA,24971827,NA,NA
"422",2009,"Coraline","ok","PASS","Animation, Fantasy, Thriller",7.7,80,"USA","PG",65143896,"Animation","USA"
"423",2009,"Daybreakers","notalk","FAIL","Action, Drama, Horror",6.5,57,"Australia, USA","R",21714632,"Action","Australia"
"424",2009,"Dead Snow","men","FAIL","Comedy, Horror",6.4,61,"Norway","Not Rated",868585,"Comedy","Norway"
"425",2009,"District 9","notalk","FAIL","Action, Sci-Fi, Thriller",8,81,"USA, New Zealand, Canada, South Africa","R",32571948,"Action","USA"
"426",2009,"Drag Me to Hell","ok","PASS","Horror, Thriller",6.7,83,"USA","PG-13",32571948,"Horror","USA"
"427",2009,"Enter the Void","notalk","FAIL","Drama, Fantasy",7.3,69,"France, Germany, Italy, Canada","Not Rated",17371706,"Drama","France"
"428",2009,"Everybody&#39;s Fine","men","FAIL",NA,NA,NA,NA,NA,21714632,NA,NA
"429",2009,"Fantastic Mr. Fox","notalk","FAIL","Animation, Adventure, Comedy",7.8,83,"USA","PG",43429264,"Animation","USA"
"430",2009,"Fast &amp; Furious","notalk","FAIL",NA,NA,NA,NA,NA,92287186,NA,NA
"431",2009,"Fired Up!","notalk","FAIL","Comedy",6.2,31,"USA","PG-13",21714632,"Comedy","USA"
"432",2009,"Fish Tank","ok","PASS","Drama",7.3,81,"UK, Netherlands","Not Rated",3257195,"Drama","UK"
"433",2009,"Friday the 13th","men","FAIL","Horror",5.6,34,"USA","R",18457437,"Horror","USA"
"434",2009,"Funny People","notalk","FAIL","Comedy, Drama",6.4,60,"USA","R",78715541,"Comedy","USA"
"435",2009,"G-Force","notalk","FAIL","Action, Adventure, Comedy",5.1,41,"USA","PG",162859739,"Action","USA"
"436",2009,"G.I. Joe: The Rise of Cobra","notalk","FAIL","Action, Adventure, Sci-Fi",5.8,32,"USA, Czech Republic","PG-13",190003029,"Action","USA"
"437",2009,"Gamer","notalk","FAIL","Action, Sci-Fi, Thriller",5.8,27,"USA","R",54286580,"Action","USA"
"438",2009,"Get Low","notalk","FAIL","Drama, Mystery",7.1,77,"USA, Germany, Poland","PG-13",7600121,"Drama","USA"
"439",2009,"Harry Brown","notalk","FAIL","Action, Crime, Drama",7.3,55,"UK","R",7925841,"Action","UK"
"440",2009,"Harry Potter and the Half-Blood Prince","ok","PASS","Adventure, Family, Fantasy",7.4,78,"UK, USA","PG",271432899,"Adventure","UK"
"441",2009,"He&#39;s Just Not That Into You","ok","PASS",NA,NA,NA,NA,NA,43429264,NA,NA
"442",2009,"I Come with the Rain","nowomen","FAIL","Thriller",5.4,NA,"France, Hong Kong, Ireland, Spain, UK","Not Rated",19543169,"Thriller","France"
"443",2009,"I Love You Phillip Morris","notalk","FAIL","Biography, Comedy, Drama",6.7,65,"France, USA","R",14114511,"Biography","France"
"444",2009,"I Love You, Man","men","FAIL","Comedy",7.1,70,"USA","R",43429264,"Comedy","USA"
"445",2009,"Ice Age: Dawn of the Dinosaurs","notalk","FAIL","Animation, Action, Adventure",7.1,50,"USA","PG",97715844,"Animation","USA"
"446",2009,"Invictus","notalk","FAIL","Biography, Drama, History",7.4,74,"USA","PG-13",53200848,"Biography","USA"
"447",2009,"It&#39;s Complicated","ok","PASS",NA,NA,NA,NA,NA,92287186,NA,NA
"448",2009,"Jennifer&#39;s Body","ok","PASS",NA,NA,NA,NA,NA,17371706,NA,NA
"449",2009,"Julie &amp; Julia","ok","PASS",NA,NA,NA,NA,NA,43429264,NA,NA
"450",2009,"Knowing","notalk","FAIL","Action, Drama, Mystery",6.2,41,"USA, UK, Australia","PG-13",54286580,"Action","USA"
"451",2009,"Law Abiding Citizen","notalk","FAIL","Crime, Drama, Thriller",7.4,34,"USA","R",57543775,"Crime","USA"
"452",2009,"Life During Wartime","ok","PASS","Comedy, Drama",6.5,69,"USA","R",4885792,"Comedy","USA"
"453",2009,"Moon","notalk","FAIL","Drama, Sci-Fi",8,67,"UK","R",5428658,"Drama","UK"
"454",2009,"Mother and Child","ok","PASS","Drama, Romance",7.3,64,"USA, Spain","R",7600121,"Drama","USA"
"455",2009,"My Bloody Valentine 3D","men","FAIL",NA,NA,NA,NA,NA,15200242,NA,NA
"456",2009,"My Sister&#39;s Keeper","ok","PASS",NA,NA,NA,NA,NA,29857619,NA,NA
"457",2009,"Nine","men","FAIL","Drama, Musical, Romance",5.9,49,"USA, Italy","PG-13",86858528,"Drama","USA"
"458",2009,"Ninja Assassin","notalk","FAIL","Action, Crime, Thriller",6.4,34,"USA, Germany","R",54286580,"Action","USA"
"459",2009,"Ondine","ok","PASS","Drama, Romance",6.8,65,"Ireland, USA","PG-13",13028779,"Drama","Ireland"
"460",2009,"Paa","men","FAIL","Comedy, Drama",7.1,30,"India","N/A",4668646,"Comedy","India"
"461",2009,"Pandorum","notalk","FAIL","Action, Horror, Mystery",6.8,28,"Germany, UK","R",43429264,"Action","Germany"
"462",2009,"Perrier&#39;s Bounty","nowomen","FAIL",NA,NA,NA,NA,NA,7165829,NA,NA
"463",2009,"Planet 51","notalk","FAIL","Animation, Adventure, Comedy",6.1,39,"Spain, UK, USA","PG",65143896,"Animation","Spain"
"464",2009,"Precious: Based on the Novel Push by Sapphire","ok","PASS",NA,NA,NA,NA,NA,10857316,NA,NA
"465",2009,"Public Enemies","notalk","FAIL","Biography, Crime, Drama",7,70,"USA","R",111287489,"Biography","USA"
"466",2009,"Push","ok","PASS","Action, Sci-Fi, Thriller",6.1,36,"USA, Canada","PG-13",41257801,"Action","USA"
"467",2009,"Sherlock Holmes","notalk","FAIL","Action, Adventure, Crime",7.6,57,"USA, Germany","PG-13",97715844,"Action","USA"
"468",2009,"Splice","ok","PASS","Horror, Sci-Fi",5.8,66,"Canada, France, USA","R",32571948,"Horror","Canada"
"469",2009,"Star Trek","ok","PASS","Action, Adventure, Sci-Fi",8.1,83,"USA, Germany","PG-13",152002424,"Action","USA"
"470",2009,"State of Play","ok","PASS","Drama, Mystery",7.2,64,"USA, UK, France","PG-13",65143896,"Drama","USA"
"471",2009,"Surrogates","notalk","FAIL","Action, Sci-Fi, Thriller",6.3,45,"USA","PG-13",86858528,"Action","USA"
"472",2009,"Terminator Salvation","men","FAIL","Action, Drama, Sci-Fi",6.7,52,"USA, Germany, UK, Italy","PG-13",217146319,"Action","USA"
"473",2009,"The Blind Side","men","FAIL","Biography, Drama, Sport",7.7,53,"USA","PG-13",38000606,"Biography","USA"
"474",2009,"The Boat That Rocked","nowomen","FAIL",NA,NA,NA,NA,NA,54286580,NA,NA
"475",2009,"The Boondock Saints II: All Saints Day","nowomen","FAIL","Action, Comedy, Crime",6.4,24,"USA","R",8685853,"Action","USA"
"476",2009,"The Box","ok","PASS","Drama, Mystery, Sci-Fi",5.6,47,"USA","PG-13",27143290,"Drama","USA"
"477",2009,"The City of Your Final Destination","ok","PASS","Drama",6.4,52,"USA","PG-13",9011572,"Drama","USA"
"478",2009,"The Final Destination","ok","PASS","Horror, Thriller",5.1,30,"USA","R",43429264,"Horror","USA"
"479",2009,"The Fourth Kind","ok","PASS","Mystery, Sci-Fi, Thriller",5.9,34,"USA, UK","PG-13",10857316,"Mystery","USA"
"480",2009,"The Good Guy","ok","PASS","Comedy, Romance",5.9,47,"USA","R",10857316,"Comedy","USA"
"481",2009,"The Hangover","notalk","FAIL","Comedy",7.8,73,"USA, Germany","R",38000606,"Comedy","USA"
"482",2009,"The Imaginarium of Doctor Parnassus","notalk","FAIL","Adventure, Fantasy, Mystery",6.9,65,"UK, Canada, France","PG-13",32571948,"Adventure","UK"
"483",2009,"The Informant!","notalk","FAIL","Comedy, Crime, Drama",6.5,66,"USA","R",23886095,"Comedy","USA"
"484",2009,"The Invention of Lying","men","FAIL","Comedy, Fantasy, Romance",6.4,58,"USA","PG-13",20086035,"Comedy","USA"
"485",2009,"The Last Station","ok","PASS","Biography, Drama, Romance",7.1,76,"Germany, Russia, UK","R",19543169,"Biography","Germany"
"486",2009,"The Lovely Bones","ok","PASS","Drama, Fantasy",6.7,42,"USA, UK, New Zealand","PG-13",103144502,"Drama","USA"
"487",2009,"The Men Who Stare at Goats","nowomen","FAIL","Comedy, War",6.3,54,"USA, UK","R",26057558,"Comedy","USA"
"488",2009,"The Messenger","notalk","FAIL","Drama, Romance, War",7.2,77,"USA","R",7057255,"Drama","USA"
"489",2009,"The Princess and the Frog","ok","PASS","Animation, Family, Fantasy",7.2,73,"USA","G",114001818,"Animation","USA"
"490",2009,"The Proposal","men","FAIL","Comedy, Drama, Romance",6.7,48,"USA","PG-13",43429264,"Comedy","USA"
"491",2009,"The Road","notalk","FAIL","Adventure, Drama",7.3,64,"USA","R",27143290,"Adventure","USA"
"492",2009,"The Secret of Kells","nowomen","FAIL","Animation, Adventure, Family",7.6,81,"France, Belgium, Ireland","Not Rated",8685853,"Animation","France"
"493",2009,"The Soloist","notalk","FAIL","Biography, Drama, Music",6.7,61,"UK, USA, France","PG-13",65143896,"Biography","UK"
"494",2009,"The Taking of Pelham 123","nowomen","FAIL",NA,NA,NA,NA,NA,119430476,NA,NA
"495",2009,"The Ugly Truth","men","FAIL","Comedy, Romance",6.5,28,"USA","R",41257801,"Comedy","USA"
"496",2009,"The Unborn","ok","PASS","Horror, Mystery, Thriller",4.7,30,"USA","PG-13",17371706,"Horror","USA"
"497",2009,"The Young Victoria","ok","PASS","Biography, Drama, History",7.3,64,"UK, USA","PG",38000606,"Biography","UK"
"498",2009,"Transformers: Revenge of the Fallen","ok","PASS","Action, Adventure, Sci-Fi",6,35,"USA","PG-13",228003635,"Action","USA"
"499",2009,"Up","notalk","FAIL","Animation, Adventure, Drama",8.3,88,"USA","PG",190003029,"Animation","USA"
"500",2009,"Up in the Air","men","FAIL","Drama, Romance",7.5,83,"USA","R",32571948,"Drama","USA"
"501",2009,"Veronika Decides to Die","ok","PASS","Drama, Romance",6.6,NA,"USA","R",9771584,"Drama","USA"
"502",2009,"Watchmen","men","FAIL","Action, Drama, Mystery",7.6,56,"USA","R",149830960,"Action","USA"
"503",2009,"Where the Wild Things Are","notalk","FAIL","Adventure, Drama, Family",6.8,71,"USA, Australia, Germany","PG",108573160,"Adventure","USA"
"504",2009,"Whip It","ok","PASS","Drama, Sport",6.9,68,"USA","PG-13",16285974,"Drama","USA"
"505",2009,"Whiteout","ok","PASS","Action, Crime, Mystery",5.5,NA,"USA, Canada, France, Turkey","R",38000606,"Action","USA"
"506",2009,"Yesterday Was a Lie","ok","PASS",NA,NA,NA,NA,NA,217146,NA,NA
"507",2009,"Youth in Revolt","notalk","FAIL","Comedy, Drama, Romance",6.5,63,"USA","R",19543169,"Comedy","USA"
"508",2009,"Zombieland","ok","PASS","Comedy, Horror",7.8,73,"USA","R",25623266,"Comedy","USA"
"509",2008,"21","ok","PASS","Crime, Drama, Thriller",6.8,48,"USA","PG-13",37878971,"Crime","USA"
"510",2008,"Appaloosa","notalk","FAIL","Crime, Drama, Western",6.8,64,"USA","R",21645126,"Crime","USA"
"511",2008,"Australia","men","FAIL","Adventure, Drama, History",6.6,53,"Australia, USA, UK","PG-13",140693320,"Adventure","Australia"
"512",2008,"Baby Mama","ok","PASS","Comedy, Romance",6.1,55,"USA","PG-13",32467689,"Comedy","USA"
"513",2008,"Be Kind Rewind","notalk","FAIL","Comedy, Drama",6.4,52,"UK, USA","PG-13",21645126,"Comedy","UK"
"514",2008,"Bedtime Stories","ok","PASS","Comedy, Family, Fantasy",6.1,33,"USA","PG",86580505,"Comedy","USA"
"515",2008,"Blindness","ok","PASS","Drama, Mystery, Sci-Fi",6.6,45,"Canada, Brazil, Japan","R",27056408,"Drama","Canada"
"516",2008,"Bolt","ok","PASS","Animation, Adventure, Comedy",7,67,"USA","PG",162338447,"Animation","USA"
"517",2008,"Burn After Reading","notalk","FAIL","Comedy, Crime, Drama",7,63,"USA, UK, France","R",40043484,"Comedy","USA"
"518",2008,"Changeling","ok","PASS","Drama, History, Mystery",7.8,63,"USA","R",59524097,"Drama","USA"
"519",2008,"Che: Part One","notalk","FAIL","Biography, Drama, History",7.2,NA,"France, Spain, USA","Not Rated",62770866,"Biography","France"
"520",2008,"City of Ember","ok","PASS","Adventure, Family, Fantasy",6.5,58,"USA","PG",41125740,"Adventure","USA"
"521",2008,"Cloverfield","ok","PASS","Action, Sci-Fi, Thriller",7.1,64,"USA","PG-13",27056408,"Action","USA"
"522",2008,"Day of the Dead","ok","PASS","Action, Horror, Thriller",4.5,NA,"USA","R",19480614,"Action","USA"
"523",2008,"Death Race","notalk","FAIL","Action, Sci-Fi, Thriller",6.4,43,"USA, Germany, UK","R",70346660,"Action","USA"
"524",2008,"Defiance","ok","PASS","Action, Drama, History",7.2,58,"USA","R",54112816,"Action","USA"
"525",2008,"Definitely, Maybe","ok","PASS","Comedy, Drama, Romance",7.2,59,"UK, USA, France","PG-13",7575794,"Comedy","UK"
"526",2008,"Doomsday","ok","PASS","Action, Sci-Fi",6,51,"UK, USA, South Africa, Germany","R",35714458,"Action","UK"
"527",2008,"Doubt","ok","PASS","Drama, Mystery",7.5,68,"USA","PG-13",21645126,"Drama","USA"
"528",2008,"Eagle Eye","notalk","FAIL","Action, Mystery, Thriller",6.6,43,"USA, Germany","PG-13",86580505,"Action","USA"
"529",2008,"Easy Virtue","ok","PASS","Comedy, Romance",6.7,58,"UK, Canada","PG-13",15151588,"Comedy","UK"
"530",2008,"Fireproof","men","FAIL","Drama, Romance",6.5,28,"USA","PG",541128,"Drama","USA"
"531",2008,"Fly Me to the Moon","nowomen","FAIL",NA,NA,NA,NA,NA,27056408,NA,NA
"532",2008,"Forgetting Sarah Marshall","ok","PASS","Comedy, Drama, Romance",7.3,67,"USA","R",32467689,"Comedy","USA"
"533",2008,"Four Christmases","ok","PASS","Comedy, Drama, Romance",5.6,41,"USA, Germany","PG-13",86580505,"Comedy","USA"
"534",2008,"Frost/Nixon","notalk","FAIL","Drama, History",7.8,80,"USA, UK, France","R",31385433,"Drama","USA"
"535",2008,"Frozen River","ok","PASS","Crime, Drama",7.2,82,"USA","R",1082256,"Crime","USA"
"536",2008,"Gake no ue no Ponyo","ok","PASS",NA,NA,NA,NA,NA,36796715,NA,NA
"537",2008,"Ghost Town","notalk","FAIL","Comedy, Fantasy, Romance",6.8,72,"USA","PG-13",21645126,"Comedy","USA"
"538",2008,"Gran Torino","men","FAIL","Drama",8.2,72,"USA, Germany","R",27056408,"Drama","USA"
"539",2008,"Hamlet 2","ok","PASS","Comedy, Music",6.4,54,"USA","R",9740307,"Comedy","USA"
"540",2008,"Hancock","nowomen","FAIL","Action, Fantasy",6.5,49,"USA","PG-13",162338447,"Action","USA"
"541",2008,"Herb &amp; Dorothy","ok","PASS",NA,NA,NA,NA,NA,89286146,NA,NA
"542",2008,"High School Musical 3: Senior Year","ok","PASS","Comedy, Drama, Family",4.2,57,"USA","G",11904819,"Comedy","USA"
"543",2008,"Igor","men","FAIL","Animation, Comedy, Family",6.1,40,"USA, France","PG",32467689,"Animation","USA"
"544",2008,"In Bruges","notalk","FAIL","Comedy, Crime, Drama",8,67,"UK, USA","R",16233845,"Comedy","UK"
"545",2008,"Indiana Jones and the Kingdom of the Crystal Skull","notalk","FAIL","Action, Adventure",6.3,65,"USA","PG-13",200217418,"Action","USA"
"546",2008,"Inkheart","ok","PASS","Adventure, Family, Fantasy",6.1,NA,"Germany, UK, USA","PG",64935379,"Adventure","Germany"
"547",2008,"Iron Man","men","FAIL","Action, Adventure, Sci-Fi",7.9,79,"USA","PG-13",201299674,"Action","USA"
"548",2008,"Journey to the Center of the Earth","notalk","FAIL","Action, Adventure, Family",5.8,57,"USA","PG",48701534,"Action","USA"
"549",2008,"Jumper","notalk","FAIL","Action, Adventure, Sci-Fi",6,35,"USA, Canada","PG-13",89286146,"Action","USA"
"550",2008,"Kung Fu Panda","notalk","FAIL","Animation, Action, Adventure",7.6,73,"USA","PG",140693320,"Animation","USA"
"551",2008,"L&aring;t den r&auml;tte komma in (Let the Right One In)","notalk","FAIL",NA,NA,NA,NA,NA,4870153,NA,NA
"552",2008,"Made of Honor","men","FAIL","Comedy, Romance",5.8,37,"USA, UK","PG-13",43290252,"Comedy","USA"
"553",2008,"Max Payne","ok","PASS","Action, Crime, Drama",5.4,31,"Canada, USA","PG-13",37878971,"Action","Canada"
"554",2008,"Meet Dave","notalk","FAIL","Adventure, Comedy, Family",4.9,43,"USA","PG",64935379,"Adventure","USA"
"555",2008,"Milk","notalk","FAIL","Biography, Drama, History",7.7,84,"USA","R",21645126,"Biography","USA"
"556",2008,"Miracle at St. Anna","men","FAIL","Action, Crime, Drama",6,37,"USA, Italy","R",48701534,"Action","USA"
"557",2008,"Nick and Norah&#39;s Infinite Playlist","ok","PASS",NA,NA,NA,NA,NA,10822563,NA,NA
"558",2008,"Nim&#39;s Island","ok","PASS",NA,NA,NA,NA,NA,40043484,NA,NA
"559",2008,"Pineapple Express","men","FAIL","Action, Comedy, Crime",7,64,"USA","R",28138664,"Action","USA"
"560",2008,"Pontypool","nowomen","FAIL","Horror, Thriller",6.7,54,"Canada","Not Rated",1623384,"Horror","Canada"
"561",2008,"Possession","ok","PASS","Drama, Mystery, Romance",5.7,NA,"USA","PG-13",27056408,"Drama","USA"
"562",2008,"Prom Night","ok","PASS","Horror, Mystery, Thriller",3.8,17,"USA, Canada","PG-13",19480614,"Horror","USA"
"563",2008,"Quantum of Solace","notalk","FAIL","Action, Adventure, Crime",6.7,58,"UK, USA","PG-13",248918952,"Action","UK"
"564",2008,"Quarantine","ok","PASS","Horror, Thriller",6.1,53,"USA","R",12987076,"Horror","USA"
"565",2008,"Rachel Getting Married","ok","PASS","Drama, Romance",6.7,82,"USA","R",12987076,"Drama","USA"
"566",2008,"Revolutionary Road","ok","PASS","Drama, Romance",7.4,69,"USA, UK","R",48701534,"Drama","USA"
"567",2008,"RocknRolla","notalk","FAIL","Action, Crime, Thriller",7.3,53,"UK, USA","R",19480614,"Action","UK"
"568",2008,"Seven Pounds","ok","PASS","Drama",7.6,36,"USA","PG-13",58441841,"Drama","USA"
"569",2008,"Sex and the City","ok","PASS","Comedy, Drama, Romance",5.4,53,"USA","R",62229738,"Comedy","USA"
"570",2008,"Slumdog Millionaire","notalk","FAIL","Drama, Romance, Thriller",8.1,86,"UK","R",15151588,"Drama","UK"
"571",2008,"Speed Racer","ok","PASS","Action, Family, Sport",6.1,37,"USA, Australia, Germany","PG",129870757,"Action","USA"
"572",2008,"Step Brothers","notalk","FAIL","Comedy",6.8,51,"USA","R",70346660,"Comedy","USA"
"573",2008,"Sunshine Cleaning","ok","PASS","Comedy, Drama",6.9,61,"USA","R",5411282,"Comedy","USA"
"574",2008,"Taken","ok","PASS","Action, Crime, Thriller",7.9,50,"France, USA, UK","PG-13",27056408,"Action","France"
"575",2008,"The Bank Job","ok","PASS","Crime, Drama, Thriller",7.3,69,"UK, USA, Australia","R",21645126,"Crime","UK"
"576",2008,"The Chronicles of Narnia: Prince Caspian","ok","PASS","Action, Adventure, Family",6.6,62,"USA, Poland, Slovenia, Czech Republic","PG",243507670,"Action","USA"
"577",2008,"The Day the Earth Stood Still","ok","PASS","Drama, Sci-Fi, Thriller",5.5,40,"USA, Canada","PG-13",86580505,"Drama","USA"
"578",2008,"The Eye","ok","PASS","Drama, Horror, Thriller",5.3,36,"USA, Canada","PG-13",12987076,"Drama","USA"
"579",2008,"The Forbidden Kingdom","notalk","FAIL","Action, Adventure, Fantasy",6.6,57,"USA, China","PG-13",59524097,"Action","USA"
"580",2008,"The House Bunny","ok","PASS","Comedy, Romance",5.5,55,"USA","PG-13",27056408,"Comedy","USA"
"581",2008,"The Hurt Locker","notalk","FAIL","Drama, Thriller, War",7.6,94,"USA","R",16233845,"Drama","USA"
"582",2008,"The Incredible Hulk","notalk","FAIL","Action, Sci-Fi, Thriller",6.9,61,"USA","PG-13",148810243,"Action","USA"
"583",2008,"The Lucky Ones","ok","PASS","Comedy, Drama, War",7.1,53,"USA","R",15151588,"Comedy","USA"
"584",2008,"The Other Boleyn Girl","ok","PASS","Biography, Drama, History",6.8,50,"UK, USA","PG-13",43290252,"Biography","UK"
"585",2008,"The Reader","notalk","FAIL","Drama, Romance",7.6,58,"USA, Germany","R",35173330,"Drama","USA"
"586",2008,"The Secret Life of Bees","ok","PASS","Drama",7.3,57,"USA","PG-13",11904819,"Drama","USA"
"587",2008,"The Sisterhood of the Traveling Pants 2","ok","PASS","Comedy, Drama, Romance",6.2,63,"USA, Greece","PG-13",29220920,"Comedy","USA"
"588",2008,"The Tale of Despereaux","ok","PASS",NA,NA,NA,NA,NA,64935379,NA,NA
"589",2008,"The Women","ok","PASS","Comedy, Drama",4.9,27,"USA","PG-13",17316101,"Comedy","USA"
"590",2008,"The Wrestler","notalk","FAIL","Drama, Sport",8,81,"USA, France","R",6493538,"Drama","USA"
"591",2008,"Three Kingdoms: Resurrection of the Dragon","notalk","FAIL","Action, Drama, History",6.2,NA,"China, South Korea, Hong Kong","R",21645126,"Action","China"
"592",2008,"Transsiberian","ok","PASS","Crime, Drama, Mystery",6.7,72,"Spain, Germany, UK, Lithuania","R",16233845,"Crime","Spain"
"593",2008,"Tropic Thunder","nowomen","FAIL","Action, Comedy",7,71,"USA, UK, Germany","R",97403068,"Action","USA"
"594",2008,"Twilight","ok","PASS","Drama, Fantasy, Romance",5.2,56,"USA","PG-13",40043484,"Drama","USA"
"595",2008,"Valkyrie","notalk","FAIL","Drama, History, Thriller",7.1,56,"USA, Germany","PG-13",97403068,"Drama","USA"
"596",2008,"Vicky Cristina Barcelona","ok","PASS","Drama, Romance",7.2,70,"Spain, USA","PG-13",17316101,"Drama","Spain"
"597",2008,"WALL-E","notalk","FAIL",NA,NA,NA,NA,NA,194806136,NA,NA
"598",2008,"Waltz with Bashir","nowomen","FAIL","Documentary, Animation, Biography",8,91,"Israel, France, Germany, USA, Finland, Switzerland, Belgium, Australia","R",2164513,"Documentary","Israel"
"599",2008,"Wanted","notalk","FAIL","Action, Crime, Thriller",6.7,64,"USA, Germany","R",81169223,"Action","USA"
"600",2008,"Wendy and Lucy","ok","PASS","Drama",7.1,80,"USA","R",324677,"Drama","USA"
"601",2008,"What Happens In Vegas","ok","PASS",NA,NA,NA,NA,NA,37878971,NA,NA
"602",2008,"Yes Man","notalk","FAIL","Comedy, Romance",6.9,46,"USA, Australia","PG-13",54112816,"Comedy","USA"
"603",2007,"[Rec]","ok","PASS","Horror, Mystery",7.5,NA,"Spain","R",2359441,"Horror","Spain"
"604",2007,"1408","ok","PASS","Horror, Mystery",6.8,64,"USA","PG-13",25279728,"Horror","USA"
"605",2007,"28 Weeks Later","ok","PASS","Horror, Sci-Fi, Thriller",7,78,"UK, Spain","R",16853152,"Horror","UK"
"606",2007,"3:10 to Yuma","nowomen","FAIL","Adventure, Crime, Drama",7.8,76,"USA","R",53930087,"Adventure","USA"
"607",2007,"30 Days of Night","men","FAIL","Horror, Thriller",6.6,53,"USA, New Zealand","R",33706305,"Horror","USA"
"608",2007,"88 Minutes","notalk","FAIL","Drama, Mystery, Thriller",5.9,17,"USA, Germany, Canada","R",33706305,"Drama","USA"
"609",2007,"Across the Universe","ok","PASS","Drama, Fantasy, Musical",7.5,56,"USA, UK","PG-13",50559457,"Drama","USA"
"610",2007,"Atonement","ok","PASS","Drama, Mystery, Romance",7.8,85,"UK, France, USA","R",33706305,"Drama","UK"
"611",2007,"Becoming Jane","ok","PASS","Biography, Drama, Romance",7.1,55,"UK, Ireland","PG",18538467,"Biography","UK"
"612",2007,"Beowulf","ok","PASS","Animation, Action, Adventure",6.3,59,"USA","PG-13",168531522,"Animation","USA"
"613",2007,"Blades of Glory","ok","PASS","Comedy, Sport",6.4,64,"USA","PG-13",68536152,"Comedy","USA"
"614",2007,"Bridge to Terabithia","ok","PASS","Adventure, Drama, Family",7.2,74,"USA","PG",28088587,"Adventure","USA"
"615",2007,"Brooklyn Rules","ok","PASS","Crime, Drama",6.4,53,"USA","R",8988348,"Crime","USA"
"616",2007,"Charlie Bartlett","men","FAIL","Comedy, Drama, Romance",7.1,54,"USA","R",13482522,"Comedy","USA"
"617",2007,"Charlie Wilson&#39;s War","ok","PASS",NA,NA,NA,NA,NA,84265761,NA,NA
"618",2007,"Death at a Funeral","ok","PASS","Comedy",7.4,67,"USA, Germany, UK, Netherlands","R",23594413,"Comedy","USA"
"619",2007,"Diary of the Dead","ok","PASS","Horror",5.8,66,"USA","R",3089745,"Horror","USA"
"620",2007,"Disturbia","ok","PASS","Drama, Mystery, Thriller",6.9,62,"USA","PG-13",22470870,"Drama","USA"
"621",2007,"Eastern Promises","ok","PASS","Crime, Mystery, Thriller",7.7,82,"USA, UK, Canada","R",56177174,"Crime","USA"
"622",2007,"Enchanted","ok","PASS","Comedy, Family, Fantasy",7.2,75,"USA","PG",95501196,"Comedy","USA"
"623",2007,"Gone Baby Gone","ok","PASS","Crime, Drama, Mystery",7.7,72,"USA","R",21347326,"Crime","USA"
"624",2007,"Hairspray","ok","PASS","Comedy, Musical, Romance",6.9,81,"USA, UK","PG",84265761,"Comedy","USA"
"625",2007,"Halloween","ok","PASS","Horror",6.1,47,"USA","R",16853152,"Horror","USA"
"626",2007,"Hannibal Rising","notalk","FAIL","Crime, Drama, Thriller",6.2,35,"UK, Czech Republic, France, Italy","R",56177174,"Crime","UK"
"627",2007,"Harry Potter and the Order of the Phoenix","ok","PASS","Adventure, Family, Fantasy",7.4,71,"UK, USA","PG-13",168531522,"Adventure","UK"
"628",2007,"Hitman","nowomen","FAIL","Action, Crime, Drama",6.3,35,"France, USA","R",19662011,"Action","France"
"629",2007,"Hostel: Part II","ok","PASS","Horror",5.4,46,"USA","R",8426576,"Horror","USA"
"630",2007,"Hot Fuzz","notalk","FAIL","Action, Comedy",7.9,81,"UK, France, USA","R",17976696,"Action","UK"
"631",2007,"Hot Rod","notalk","FAIL","Comedy",6.7,43,"USA","PG-13",28088587,"Comedy","USA"
"632",2007,"I Am Legend","ok","PASS","Drama, Sci-Fi, Thriller",7.2,65,"USA","PG-13",168531522,"Drama","USA"
"633",2007,"Into the Wild","notalk","FAIL","Adventure, Biography, Drama",8.2,73,"USA","R",22470870,"Adventure","USA"
"634",2007,"Juno","ok","PASS","Comedy, Drama, Romance",7.6,81,"USA","PG-13",7864804,"Comedy","USA"
"635",2007,"Knocked Up","ok","PASS","Comedy, Drama, Romance",7.1,85,"USA","R",30897446,"Comedy","USA"
"636",2007,"Lars and the real Girl","ok","PASS",NA,NA,NA,NA,NA,14044294,NA,NA
"637",2007,"Live Free or Die Hard","notalk","FAIL","Action, Crime, Thriller",7.3,69,"USA, UK","PG-13",123589783,"Action","USA"
"638",2007,"Michael Clayton","men","FAIL","Crime, Drama, Mystery",7.3,82,"USA","R",24156185,"Crime","USA"
"639",2007,"Music and Lyrics","men","FAIL","Comedy, Music, Romance",6.6,59,"USA","PG-13",44941739,"Comedy","USA"
"640",2007,"No Reservations","ok","PASS","Comedy, Drama, Romance",6.3,50,"USA, Australia","PG",31459218,"Comedy","USA"
"641",2007,"Persepolis","ok","PASS","Animation, Biography, Drama",8,90,"France, USA","PG-13",8201867,"Animation","France"
"642",2007,"Pirates of the Caribbean: At World&#39;s End","ok","PASS",NA,NA,NA,NA,NA,337063045,NA,NA
"643",2007,"Premonition","ok","PASS","Drama, Fantasy, Mystery",5.8,29,"USA","PG-13",22470870,"Drama","USA"
"644",2007,"Ratatouille","nowomen","FAIL","Animation, Comedy, Family",8,96,"USA","G",168531522,"Animation","USA"
